,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,19.651471694310505,2.4828952545098395,0.5878044764200846,0.028424546945780855,0.0001,{'learning_rate': 0.0001},0.8388683287884691,0.837062647610236,0.83947310754547,0.8384680279813918,0.001023966088941172,7
1,28.798673550287884,4.302666371034002,0.8203669389088949,0.13901339960889944,0.001,{'learning_rate': 0.001},0.8390631086871835,0.8369409072094666,0.8395218037057778,0.8385086065341426,0.0011242363806789313,6
2,33.322429180145264,1.578576368979814,0.8278820514678955,0.09327849045252025,0.01,{'learning_rate': 0.01},0.8389900662251656,0.8371600399308514,0.839497455625624,0.8385491872605471,0.001003878720637977,5
3,26.76994053522746,1.0203002073961303,0.7759892145792643,0.1803995531403774,0.1,{'learning_rate': 0.1},0.8544507206856252,0.852669766988873,0.856516763653186,0.8545457504425614,0.001571966671579759,4
4,26.584501266479492,2.127120648016046,0.7122250398000082,0.08682537434337766,0.2,{'learning_rate': 0.2},0.8716887417218543,0.8684473229285871,0.8691047210927418,0.8697469285810611,0.00139905248695357,3
5,21.697789827982586,0.8062927314217632,0.5152405103047689,0.03422382838433349,0.3,{'learning_rate': 0.3},0.8848850798597585,0.8755082661732122,0.8839570499866085,0.8814501320065263,0.004218580886759174,2
6,21.02445848782857,0.48096122514715717,0.6088995138804117,0.12137354821404517,0.5,{'learning_rate': 0.5},0.8936258278145696,0.894402376372623,0.8944997686932386,0.8941759909601438,0.0003910506626084346,1
