,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,196.02270332972208,26.340325882884795,0.9409180482228597,0.2337205651936088,0.0,{'gamma': 0.0},0.9248880015582391,0.9263227094543596,0.9260548805726668,0.9257551971950885,0.0006228719942840807,2
1,214.18343901634216,2.0761719163064756,0.8064580758412679,0.048823683196563376,0.1,{'gamma': 0.1},0.9250584339696143,0.9255922670497432,0.9257140074505126,0.9254549028232901,0.00028471722257482156,4
2,235.48435417811075,5.824881663310393,0.9756230513254801,0.039608616883275695,0.2,{'gamma': 0.2},0.9254723412543826,0.925202697767281,0.9257140074505126,0.9254630154907254,0.0002088454379717649,3
3,239.8266889254252,26.188792215712482,0.9023551146189371,0.009690444393625016,0.3,{'gamma': 0.3},0.9259592910011687,0.9261522728932824,0.926225317133744,0.926112293676065,0.00011222367296380126,1
