24 de Diciembre
Alcalde Díaz
Ancón
Betania
Bella Vista
Calidonia
Caimitillo
Chilibre
Don Bosco
El Chorrillo
Curundú
Ernesto Córdoba Campos
Juan Díaz
Las Cumbres
Las Garzas
Las Mañanitas
Pacora
Parque Lefevre
Pedregal
Pueblo Nuevo
Río Abajo
San Felipe
San Francisco
San Martín
Santa Ana
Tocumen

San Miguelito
Amelia Denis De Icaza
Belisario Porras
José Domingo Espinar
Mateo Iturralde	Victoriano Lorenzo
Arnulfo Arias
Belisario Frías
Omar Torrijos
Rufina Alfaro 	

Arraiján
Burunga
